CourseID,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
33,Data Science Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575454/courses/course_39_data_science_specialization.jpg,"Launch Your Career in Data Science. A ten-course introduction to data science, developed and taught by leading professors.",Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Spanish, Chinese (Simplified), Portuguese (Brazilian), Japanese","Github, Machine Learning, R Programming, Regression Analysis, Data Science, Rstudio, Data Analysis, Debugging, Data Manipulation, Regular Expression (REGEX), Data Cleansing, Cluster Analysis, ","Jeff Leek, PhD ,Roger D. Peng, PhD ,Brian Caffo, PhD ,",4.42,849,Approximately 11 months to complete,Coursera,"career, data science, develop, launch, lead, leading professors, teach, ten-course introduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Supply Chain Management Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575457/courses/course_40_supply_chain_management_specialization.jpg,"Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, Sourcing, and Strategy",Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, Turkish, Spanish, Hungarian","Forecasting, Logistics, Supply Chain, Lean Six Sigma, Supply Chain Risk Management, Warehouse Management, Logistics Planning, Inventory, Six Sigma, Microsoft Excel, Planning, Demand Forecasting, ","Rudolf Leuschner, Ph.D. ,",4.61,252,Approximately 6 months to complete,Coursera,"fundamentals, logistics, master, operations, planning, sourcing, strategy, supply chain management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Microsoft 365 Fundamentals Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575464/courses/course_42_microsoft_365_fundamentals_specialization.jpg,Pursue your passion and improve your productivity. Learn how to use the best-in-class suite of apps that help you stay connected and get things done.,Business,Business Essentials,Specialization,English,Subtitles: English,"Create and maintain professional looking documents, Create and edit a workbook with multiple sheets, Represent data visually, Create and manage presentations, Describe the apps and services available in a Microsoft 365 subscription, Documents, Microsoft Word, Microsoft Excel, Chart, Worksheet, Microsoft PowerPoint, Presentation, "," Microsoft ,",4.8,15,Approximately 5 months to complete,Coursera,"apps, class, do, get, help, improve, learn, passion, productivity, pursue, stay, things, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Search Engine Optimization (SEO) Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575467/courses/course_43_search_engine_optimization_seo_specialization.jpg,Become an SEO Expert. Master search engine optimization tools and strategies,Business,Marketing,Specialization,English,Subtitles: English,"Search Algorithm, Search Engine Optimization (SEO), Mathematical Optimization, Semantics, Social Media, Keyword Research, Marketing, Content Marketing, Social Media Marketing, ","Rebekah May ,Eric Enge ,",4.51,240,Approximately 5 months to complete,Coursera,"become, master search engine optimization tools, seo expert, strategies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AI Product Management Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575470/courses/course_44_ai_product_management_specialization.jpg,"Manage the Design & Development of ML Products. Understand how machine learning works and when and how it can be applied to solve problems.  Learn to apply the data science process and best practices to lead machine learning projects,  and how to develop human-centered AI products which ensure privacy and ethical standards.",Data Science,Machine Learning,Specialization,English,Subtitles: English,"Data Science, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Modeling, Artificial Neural Network, Project Management, Privacy, Design Thinking, Ethics, ","Jon Reifschneider ,",4.33,6,Approximately 4 months to complete,Coursera,"apply, best practices, center, data science process, design, develop, development, ensure, ethical standards, human-centered ai products, lead, learn, machine, machine learning projects, manage, ml products, privacy, problems, solve, understand, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Introduction to Programming with Python and Java Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575474/courses/course_45_introduction_to_programming_with_python_and_java_s.jpg,"Boost Your Computer Programming Skills. With minimal previous exposure, learn two popular programming languages at an accelerated pace.",Computer Science,Software Development,Specialization,English,"Subtitles: English, Korean","Programming Principles, Python Programming, Java Programming, Data Structure, Computer Programming, Python Tools, Python Syntax And Semantics, Data Science, Python Libraries, Data Analysis, Data Visualization (DataViz), Java Tools, ","Brandon Krakowsky ,",4.09,22,Approximately 4 months to complete,Coursera,"accelerated pace, boost, computer programming skills, learn, minimal previous exposure, two popular programming languages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Construction Management Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575477/courses/course_46_construction_management_specialization.jpg,Construction Project Management and Planning. Develop and understand the foundations of project planning and scheduling techniques,Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Schedule, Cost Estimate, Cost Control, Finance, Real Estate finance, Project Management, Construction Management, Work Breakdown Structure, Project Planning, Linear Scheduling Method, Program Evaluation And Review Technique (PERT), Critical Path Method, ","Ibrahim Odeh, Ph.D., MBA ,",4.54,147,Approximately 7 months to complete,Coursera,"construction project management, develop, foundations, planning, project planning and scheduling techniques, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,IBM Introduction to Machine Learning Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575481/courses/course_47_ibm_introduction_to_machine_learning_specializatio.jpg,Learn machine learning through real use cases. Build the skills for a career in one of the most relevant fields of modern AI through hands-on projects and curriculum from IBMâs experts.,Data Science,Data Analysis,Specialization,English,"Subtitles: English, French, Portuguese (European), Russian, Spanish","Machine Learning Regression, Machine Learning Classification, Machine Learning, Unsupervised Learning, Exploratory Data Analysis, Artificial Intelligence (AI), Feature Engineering, Statistical Hypothesis Testing, Regression Analysis, Supervised Learning, Linear Regression, Ridge Regression, ","Joseph Santarcangelo ,Svitlana (Lana) Kramar ,Mark J Grover ,Miguel Maldonado ,Yan Luo ,Xintong Li ,",4.8,5,Approximately 6 months to complete,Coursera,"build, career, curriculum, hands-on projects, ibmâs experts, learn, machine, modern ai, most relevant fields, real use cases, skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Data Analysis and Presentation Skills: the PwC Approach Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575484/courses/course_48_data_analysis_and_presentation_skills_the_pwc_appr.jpg,"Make Smarter Business Decisions With Data Analysis. Understand data, apply data analytics tools and create effective business intelligence presentations",Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Turkish, Spanish, Japanese","Data Analysis, Microsoft Excel, Data Visualization (DataViz), Presentation, Data-Informed Decision-Making, Big Data, Pivot Table, Data Cleansing, Dashboard (Business), Data Virtualization, Communication, Presentation Design, ","Alex Mannella ,",4.6,189,Approximately 6 months to complete,Coursera,"apply, create, data analysis, data analytics tools, effective business intelligence presentations, make, smarter business decisions, understand data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Python 3 Programming Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575498/courses/course_51_python_3_programming_specialization.jpg,Become a Fluent Python Programmer. Learn the fundamentals and become an independent programmer.,Computer Science,Software Development,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, Spanish","Json, Computer Programming, Python Programming, Sorting, ","Paul Resnick ,Steve Oney ,Christopher Brooks ,",4.61,396,Approximately 5 months to complete,Coursera,"become, fluent python programmer, fundamentals, independent programmer, learn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Reinforcement Learning Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575502/courses/course_52_reinforcement_learning_specialization.jpg,Master the Concepts of Reinforcement Learning. Implement a complete RL solution and understand how to apply AI tools to solve real-world problems.,Data Science,Machine Learning,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Artificial Intelligence (AI), Machine Learning, Reinforcement Learning, Function Approximation, Intelligent Systems, ","Martha White ,Adam White ,",4.65,66,Approximately 5 months to complete,Coursera,"ai tools, apply, complete rl solution, concepts, implement, master, real-world problems, reinforcement learning, solve, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Accelerated Computer Science Fundamentals Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575505/courses/course_53_accelerated_computer_science_fundamentals_speciali.jpg,Data Structures and Algorithms in C++. Learn fundamentals of computer science while implementing efficient data structures in C++.,Computer Science,Algorithms,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Run-time Analysis, Algorithms, Hash Table, Trees (Data Structures), Object-Oriented Programming (OOP), ","Wade Fagen-Ulmschneider ,",4.52,58,Approximately 3 months to complete,Coursera,"algorithms, c++, computer science, data structures, efficient data structures, fundamentals, implement, learn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Digital Marketing Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575511/courses/course_54_digital_marketing_specialization.jpg,"Drive Customer Behavior Online. A six-course overview of the latest digital marketing skills, taught by industry experts.",Business,Marketing,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Spanish, Persian","Digital Marketing, Marketing, Pricing Strategies, Marketing Mix, Product Strategies, Data Collection, Analytics, Data Analysis, Data Visualization (DataViz), Marketing Analytics, Marketing Performance, Marketing Channel, ","Aric Rindfleisch ,Kevin Hartman ,Mike Yao ,Vishal Sachdev ,",4.5,381,Approximately 8 months to complete,Coursera,"drive, drive customer behavior online, industry experts, latest digital marketing skills, six-course overview, teach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,DevOps on AWS Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589868/courses/course_55_devops_on_aws_specialization.jpg,Launch your career in DevOps. Master DevOps methodologies and AWS services to deliver faster and more reliable updates to your customers,Computer Science,Software Development,Specialization,English,Subtitles: English,"Continuous Integration, Devops, Monitoring and Logging, Continuous Delivery, Microservices, AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, Test Automation, AWS cloud, ","Morgan Willis ,Seph Robinson ,Rafael Lopes ,Russell Sayers ,Alana Layton ,",4.5,12,Approximately 3 months to complete,Coursera,"aws services, career, customers, deliver, devops, faster and more reliable updates, launch, master devops methodologies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Generative Adversarial Networks (GANs) Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772575518/courses/course_56_generative_adversarial_networks_gans_specializatio.jpg,Break into the GANs space. Master cutting-edge GANs techniques through three hands-on courses!,Data Science,Machine Learning,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Turkish, Spanish","Generator, Image-to-Image Translation, glossary of computer graphics, Discriminator, Generative Adversarial Networks, Controllable Generation, WGANs, Conditional Generation, Components of GANs, DCGANs, Bias in GANs, StyleGANs, ","Sharon Zhou ,Eda Zhou ,Eric Zelikman ,",4.71,48,Approximately 3 months to complete,Coursera,"break, gans space, master cutting-edge gans techniques, three hands-on courses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
